Epoch;Clock_bias
2010.001488095238;-92120.619
2010.0029761904761;-92120.19883708382
2010.0044642857142;-92119.7786532166
2010.0059523809523;-92119.35847831989
2010.0074404761904;-92118.93829469109
2010.0089285714284;-92118.51812840725
2010.0104166666665;-92118.09794966603
2010.0119047619046;-92117.67778195167
2010.0133928571427;-92117.2576101246
2010.0148809523807;-92116.83742256189
2010.0163690476188;-92116.41725550318
2010.0178571428569;-92115.99708188797
2010.019345238095;-92115.576911551
2010.020833333333;-92115.15673260117
2010.022321428571;-92114.7365673604
2010.0238095238092;-92114.31639481807
2010.0252976190473;-92113.89621947432
2010.0267857142853;-92113.47604723001
2010.0282738095234;-92113.05588279391
2010.0297619047615;-92112.63569991017
2010.0312499999995;-92112.21552778507
2010.0327380952376;-92111.79536239529
2010.0342261904757;-92111.37518934632
2010.0357142857138;-92110.95501340652
2010.0372023809518;-92110.53483859921
2010.03869047619;-92110.11466957355
2010.040178571428;-92109.69448719645
2010.041666666666;-92109.2743182304
2010.0431547619041;-92108.85415024782
2010.0446428571422;-92108.43397582794
2010.0461309523803;-92108.01379795099
2010.0476190476184;-92107.59362385893
2010.0491071428564;-92107.17345373059
2010.0505952380945;-92106.75327993656
2010.0520833333326;-92106.33310614253
2010.0535714285706;-92105.9129323485
2010.0550595238087;-92105.49275855446
2010.0565476190468;-92105.07258476043
2010.0580357142849;-92104.6524109664
2010.059523809523;-92104.23223717237
2010.061011904761;-92103.81206337834
2010.062499999999;-92103.39188958431
2010.0639880952372;-92102.97171579028
2010.0654761904752;-92102.55154199625
2010.0669642857133;-92102.13136820222
2010.0684523809514;-92101.71119440818
2010.0699404761895;-92101.29102061415
2010.0714285714275;-92100.87084682012
2010.0729166666656;-92100.45067302609
2010.0744047619037;-92100.03049923206
2010.0758928571418;-92099.61032543803
2010.0773809523798;-92099.190151644
2010.078869047618;-92098.76997784997
2010.080357142856;-92098.34980405594
2010.081845238094;-92097.9296302619
2010.0833333333321;-92097.50945646787
2010.0848214285702;-92097.08928267384
2010.0863095238083;-92096.66910887981
2010.0877976190463;-92096.24893508578
2010.0892857142844;-92095.82876129175
2010.0907738095225;-92095.40858749772
2010.0922619047606;-92094.98841370369
2010.0937499999986;-92094.56823990965
2010.0952380952367;-92094.14806611562
2010.0967261904748;-92093.72789232159
2010.0982142857129;-92093.30771852756
2010.099702380951;-92092.88754473353
2010.101190476189;-92092.4673709395
2010.102678571427;-92092.04719714547
2010.1041666666652;-92091.62702335144
2010.1056547619032;-92091.2068495574
2010.1071428571413;-92090.78667576337
2010.1086309523794;-92090.36650196934
2010.1101190476174;-92089.94632817531
2010.1116071428555;-92089.52615438128
2010.1130952380936;-92089.10598058725
2010.1145833333317;-92088.68580679322
2010.1160714285697;-92088.26563299919
2010.1175595238078;-92087.84545920516
2010.119047619046;-92087.42528541113
2010.120535714284;-92087.0051116171
2010.122023809522;-92086.58493782306
2010.12351190476;-92086.16476402903
2010.1249999999982;-92085.744590235
2010.1264880952363;-92085.32441644097
2010.1279761904743;-92084.90424264694
2010.1294642857124;-92084.48406885291
2010.1309523809505;-92084.06389505888
2010.1324404761885;-92083.64372126485
2010.1339285714266;-92083.22354747081
2010.1354166666647;-92082.80337367678
2010.1369047619028;-92082.38319988275
2010.1383928571408;-92081.96302608872
2010.139880952379;-92081.54285229469
2010.141369047617;-92081.12267850066
2010.142857142855;-92080.70250470663
