Epoch;Clock_bias
2010.001488095238;512809.19
2010.0029761904761;512809.5803082311
2010.0044642857142;512810.2973307097
2010.0059523809523;512810.779805007
2010.0074404761904;512811.30528140307
2010.0089285714284;512811.8969989443
2010.0104166666665;512812.5513392711
2010.0119047619046;512813.05107066274
2010.0133928571427;512813.5725109899
2010.0148809523807;512814.2515104735
2010.0163690476188;512814.80643740535
2010.0178571428569;512815.36064598203
2010.019345238095;512815.95845803857
2010.020833333333;512816.58999112487
2010.022321428571;512817.16302755714
2010.0238095238092;512817.70240095496
2010.0252976190473;512818.364639374
2010.0267857142853;512819.0357027376
2010.0282738095234;512819.5959393108
2010.0297619047615;512820.1535193646
2010.0312499999995;512820.78641852975
2010.0327380952376;512821.3365051472
2010.0342261904757;512821.95893529296
2010.0357142857138;512822.5395837152
2010.0372023809518;512823.1522439444
2010.03869047619;512823.72407004476
2010.040178571428;512824.298368963
2010.041666666666;512824.89658382774
2010.0431547619041;512825.4681689465
2010.0446428571422;512826.0665670359
2010.0461309523803;512826.65792688966
2010.0476190476184;512827.2185011232
2010.0491071428564;512827.7888046825
2010.0505952380945;512828.4156785333
2010.0520833333326;512828.98347363115
2010.0535714285706;512829.5549247587
2010.0550595238087;512830.15296206117
2010.0565476190468;512830.7607400739
2010.0580357142849;512831.32295659423
2010.059523809523;512831.9169321382
2010.061011904761;512832.5166516626
2010.062499999999;512833.1084486568
2010.0639880952372;512833.69516852737
2010.0654761904752;512834.2827070081
2010.0669642857133;512834.8785691583
2010.0684523809514;512835.46577129007
2010.0699404761895;512836.05383906007
2010.0714285714275;512836.6460301602
2010.0729166666656;512837.22868994117
2010.0744047619037;512837.8160676086
2010.0758928571418;512838.41224983573
2010.0773809523798;512838.98919978976
2010.078869047618;512839.57481757045
2010.080357142856;512840.1710090363
2010.081845238094;512840.7538310015
2010.0833333333321;512841.33588716626
2010.0848214285702;512841.92341974616
2010.0863095238083;512842.5171764219
2010.0877976190463;512843.1004846418
2010.0892857142844;512843.6832259619
2010.0907738095225;512844.2770720446
2010.0922619047606;512844.8665356958
2010.0937499999986;512845.44924673677
2010.0952380952367;512846.0391372168
2010.0967261904748;512846.6307094419
2010.0982142857129;512847.21625504136
2010.099702380951;512847.80516067386
2010.101190476189;512848.3956758106
2010.102678571427;512848.9816883528
2010.1041666666652;512849.5702700937
2010.1056547619032;512850.1612701738
2010.1071428571413;512850.74632063747
2010.1086309523794;512851.3341074312
2010.1101190476174;512851.9236694896
2010.1116071428555;512852.51164755464
2010.1130952380936;512853.0974911773
2010.1145833333317;512853.68471363425
2010.1160714285697;512854.27510026336
2010.1175595238078;512854.86169222236
2010.119047619046;512855.4466714585
2010.120535714284;512856.03697911144
2010.122023809522;512856.62517407775
2010.12351190476;512857.21065327764
2010.1249999999982;512857.7994122231
2010.1264880952363;512858.3879902685
2010.1279761904743;512858.97535690904
2010.1294642857124;512859.5630854094
2010.1309523809505;512860.15152314544
2010.1324404761885;512860.7396188104
2010.1339285714266;512861.32719943166
2010.1354166666647;512861.91577020526
2010.1369047619028;512862.5039280975
2010.1383928571408;512863.0912207091
2010.139880952379;512863.67966148496
2010.141369047617;512864.2683313811
2010.142857142855;512864.85535416246
