Epoch;Clock_bias
2011.0;359518.97000000003
2011.001488095238;359516.87700000004
2011.0029761904761;359514.858
2011.0044642857142;359512.87100000004
2011.0059523809523;359510.747
2011.0074404761904;359508.62799999997
2011.0089285714284;359506.51499999996
2011.0104166666665;359504.482
2011.0119047619048;359502.33400000003
2011.013392857143;359500.141
2011.014880952381;359497.947
2011.016369047619;359495.738
2011.017857142857;359493.52499999997
2011.0193452380952;359491.263
2011.0208333333333;359489.04199999996
2011.0223214285713;359486.76999999996
2011.0238095238096;359484.549
2011.0252976190477;359482.269
2011.0267857142858;359480.069
2011.0282738095239;359477.849
2011.029761904762;359475.651
2011.03125;359473.35099999997
2011.032738095238;359471.138
2011.0342261904761;359469.046
2011.0357142857142;359467.02800000005
2011.0372023809523;359464.781
2011.0386904761904;359462.579
2011.0401785714284;359460.417
2011.0416666666667;359458.239
2011.0431547619048;359456.03699999995
2011.044642857143;359453.83800000005
2011.046130952381;359451.604
2011.047619047619;359449.411
2011.049107142857;359447.194
2011.0505952380952;359444.979
2011.0520833333333;359442.751
2011.0535714285713;359440.56
2011.0550595238094;359438.289
2011.0565476190475;359436.075
2011.0580357142856;359433.81799999997
2011.0595238095239;359431.552
2011.061011904762;359429.37899999996
2011.0625;359427.169
2011.063988095238;359424.94
2011.0654761904761;359422.807
2011.0669642857142;359420.631
2011.0684523809523;359418.449
2011.0699404761904;359416.317
2011.0714285714287;359414.18
2011.0729166666667;359412.05000000005
2011.0744047619048;359409.945
2011.075892857143;359407.904
2011.077380952381;359405.784
2011.078869047619;359403.615
2011.080357142857;359401.537
2011.0818452380952;359399.509
2011.0833333333333;359397.36699999997
2011.0848214285713;359395.24
2011.0863095238094;359393.13700000005
2011.0877976190475;359390.968
2011.0892857142858;359388.788
2011.0907738095239;359386.605
2011.092261904762;359384.397
2011.09375;359382.246
2011.095238095238;359380.06200000003
2011.0967261904761;359377.91
2011.0982142857142;359375.783
2011.0997023809523;359373.669
2011.1011904761904;359371.417
2011.1026785714284;359369.293
2011.1041666666665;359367.179
2011.1056547619046;359365.04000000004
2011.107142857143;359362.92500000005
2011.108630952381;359360.78199999995
2011.110119047619;359358.623
2011.111607142857;359356.44200000004
2011.1130952380952;359354.251
2011.1145833333333;359352.02900000004
2011.1160714285713;359349.825
2011.1175595238094;359347.62
2011.1190476190477;359345.456
2011.1205357142858;359343.186
2011.1220238095239;359340.897
2011.123511904762;359338.58900000004
2011.125;359336.33400000003
2011.126488095238;359334.032
2011.1279761904761;359331.68200000003
2011.1294642857142;359329.408
2011.1309523809523;359327.13899999997
2011.1324404761904;359324.887
2011.1339285714284;359322.536
2011.1354166666665;359320.28500000003
2011.1369047619048;359318.11299999995
2011.138392857143;359315.95800000004
2011.139880952381;359313.79
2011.141369047619;359311.635
